,Date,Timestamp,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido
,,,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking
,,,terra,moonriver,moonbeam,ethereum,solana,Total,terra,moonriver,moonbeam,ethereum,ethereum,ethereum,solana,Total,Total,Total,Total,Total,Total,Total,terra,moonriver,moonbeam,ethereum,ethereum,ethereum,solana,Total,Total,Total,Total,Total,Total,Total
,,,TVL,TVL,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,,,terra-luna,kusama,polkadot,ethereum,WETH,MATIC,solana,ethereum,terra-luna,WETH,solana,kusama,MATIC,polkadot,terra-luna,kusama,polkadot,ethereum,WETH,MATIC,solana,ethereum,terra-luna,WETH,solana,kusama,MATIC,polkadot
,27/11/2022,1669507200,142319.8439502082,2441908.155697062,13194662.167004416,5785589031.353769,33222322.34630533,5834590243.866726,142319.8439502082,2441908.155697062,13194662.167004416,,5743654267.279422,41934764.07434722,33222322.34630533,,142319.8439502082,5743654267.279422,33222322.34630533,2441908.155697062,41934764.07434722,13194662.167004416,891393235.313843,91457.23429577012,2480199.6554519576,,4767071.9148111995,49643448.38265414,2356193.074206052,,891393235.313843,4767071.9148111995,2356193.074206052,91457.23429577012,49643448.38265414,2480199.6554519576
,28/11/2022,1669593600,145208.84642468323,2413058.000660503,13175848.197920492,5756300525.0252,33174632.532511752,5805209272.602717,145208.84642468323,2413058.000660503,13175848.197920492,,5714275758.164016,42024766.86118449,33174632.532511752,,145208.84642468323,5714275758.164016,33174632.532511752,2413058.000660503,42024766.86118449,13175848.197920492,891398688.917638,93096.37348227248,2481327.3442411474,,4768731.647164282,49658816.76200798,2357827.472104602,,891398688.917638,4768731.647164282,2357827.472104602,93096.37348227248,49658816.76200798,2481327.3442411474
,29/11/2022,1669680000,141620.3000453135,2404055.5224139136,12709238.444475584,5602335430.500383,31509393.256753653,5649099738.024072,141620.3000453135,2404055.5224139136,12709238.444475584,,5560996957.920195,41338472.5801883,31509393.256753653,,141620.3000453135,5560996957.920195,31509393.256753653,2404055.5224139136,41338472.5801883,12709238.444475584,891422547.021549,93871.7501918748,2482273.1336866375,,4770562.463365212,50426669.52134161,2376274.001263473,,891422547.021549,4770562.463365212,2376274.001263473,93871.7501918748,50426669.52134161,2482273.1336866375
,30/11/2022,1669766400,146425.70311335693,2660824.3535689,13617908.802861687,6140027358.46347,32825545.053666256,6189278062.37668,146425.70311335693,2660824.3535689,13617908.802861687,,6096485781.4840765,43541576.97939431,32825545.053666256,,146425.70311335693,6096485781.4840765,32825545.053666256,2660824.3535689,43541576.97939431,13617908.802861687,891426416.129045,96511.58337210373,2485019.854536804,,4772312.290295722,50492764.37222547,2380387.603601614,,891426416.129045,4772312.290295722,2380387.603601614,96511.58337210373,50492764.37222547,2485019.854536804
,01/12/2022,1669852800,146755.53088732468,2946345.461204658,13549327.892332375,6225722799.476433,33212588.037731227,6275577816.398588,146755.53088732468,2946345.461204658,13549327.892332375,,6178687131.409539,47035668.06689404,33212588.037731227,,146755.53088732468,6178687131.409539,33212588.037731227,2946345.461204658,47035668.06689404,13549327.892332375,891426416.129045,99003.54372327478,2486115.2096022707,,4775280.071265361,50583275.51162645,2372327.716980802,,891426416.129045,4775280.071265361,2372327.716980802,99003.54372327478,50583275.51162645,2486115.2096022707
,02/12/2022,1669939200,153931.5135371635,2988497.2062650616,13581521.614573997,6177781499.86168,32338394.24887674,6226843844.444933,153931.5135371635,2988497.2062650616,13581521.614573997,,6130869918.558612,46911581.303068124,32338394.24887674,,153931.5135371635,6130869918.558612,32338394.24887674,2988497.2062650616,46911581.303068124,13581521.614573997,891426416.129045,99022.43890871643,2482910.715644241,,4777239.193173033,50833651.69998009,2370850.018246095,,891426416.129045,4777239.193173033,2370850.018246095,99022.43890871643,50833651.69998009,2482910.715644241
,03/12/2022,1670025600,160028.87022348616,3015710.1944830474,13657098.84084666,6212080046.323077,32407464.395396486,6261320348.624027,160028.87022348616,3015710.1944830474,13657098.84084666,,6164259733.318071,47820313.005005926,32407464.395396486,,160028.87022348616,6164259733.318071,32407464.395396486,3015710.1944830474,47820313.005005926,13657098.84084666,891426416.129045,99038.10162505903,2421471.425682032,,4778866.372058354,50847844.51529086,2370699.663159948,,891426416.129045,4778866.372058354,2370699.663159948,99038.10162505903,50847844.51529086,2421471.425682032
,04/12/2022,1670112000,155042.3180354199,2932393.1034182995,13395816.912203435,6028616030.988907,31754974.103764735,6076854257.426329,155042.3180354199,2932393.1034182995,13395816.912203435,,5981973418.593686,46642612.39522074,31754974.103764735,,155042.3180354199,5981973418.593686,31754974.103764735,2932393.1034182995,46642612.39522074,13395816.912203435,892432614.029931,99067.33457494255,2422390.0383731346,,4780263.0823274,51126005.16626611,2353963.98100554,,892432614.029931,4780263.0823274,2353963.98100554,99067.33457494255,51126005.16626611,2422390.0383731346
,05/12/2022,1670198400,157844.5564434739,2928035.776947146,13744869.41917888,6228166645.592033,33003503.455489192,6278000898.800092,157844.5564434739,2928035.776947146,13744869.41917888,,6179799944.347682,48366701.244351104,33003503.455489192,,157844.5564434739,6179799944.347682,33003503.455489192,2928035.776947146,48366701.244351104,13744869.41917888,892432614.029931,99087.50514203538,2432720.2511821026,,4781942.509864184,52196290.9122953,2354030.203672553,,892432614.029931,4781942.509864184,2354030.203672553,99087.50514203538,52196290.9122953,2432720.2511821026
,06/12/2022,1670284800,156211.40475979913,3101532.5379496613,13392624.192656236,6094643033.429142,32657446.76512823,6143950848.329637,156211.40475979913,3101532.5379496613,13392624.192656236,,6046796585.745304,47846447.68383746,32657446.76512823,,156211.40475979913,6046796585.745304,32657446.76512823,3101532.5379496613,47846447.68383746,13392624.192656236,892432614.029931,98430.1027594307,2435022.580482952,,4783555.301678141,52083945.397426695,2339358.650797151,,892432614.029931,4783555.301678141,2339358.650797151,98430.1027594307,52083945.397426695,2435022.580482952
,07/12/2022,1670371200,153453.78798244664,2985202.542846097,13397803.15723774,6111075157.457825,33307892.34007403,6160919509.285965,153453.78798244664,2985202.542846097,13397803.15723774,,6063292072.557465,47783084.90035993,33307892.34007403,,153453.78798244664,6063292072.557465,33307892.34007403,2985202.542846097,47783084.90035993,13397803.15723774,892432614.029931,97237.86784514974,2435964.2104068617,,4785927.912666718,52085560.54349477,2342327.168781577,,892432614.029931,4785927.912666718,2342327.168781577,97237.86784514974,52085560.54349477,2435964.2104068617
,08/12/2022,1670457600,152935.76372530233,2885008.358099456,12893293.13788328,5943392387.79634,31757345.322081022,5991080970.378128,152935.76372530233,2885008.358099456,12893293.13788328,,5896765508.690491,46626879.10584902,31757345.322081022,,152935.76372530233,5896765508.690491,31757345.322081022,2885008.358099456,46626879.10584902,12893293.13788328,892430202.049964,97269.33102155954,2437295.489202888,,4787656.909123045,52212697.95888663,2357635.138981516,,892430202.049964,4787656.909123045,2357635.138981516,97269.33102155954,52212697.95888663,2437295.489202888
,09/12/2022,1670544000,157112.33707089614,2884053.8158400306,13204309.507539673,6154698900.63306,32223084.82327469,6203167461.116785,157112.33707089614,2884053.8158400306,13204309.507539673,,6106406111.991345,48292788.64171487,32223084.82327469,,157112.33707089614,6106406111.991345,32223084.82327469,2884053.8158400306,48292788.64171487,13204309.507539673,892430202.049964,97269.94319865196,2440722.6446468895,,4789488.385511189,52287105.18067716,2358937.395554516,,892430202.049964,4789488.385511189,2358937.395554516,97269.94319865196,52287105.18067716,2440722.6446468895
,10/12/2022,1670630400,153319.508712184,2845460.6467447327,12917457.265655695,6098437698.161397,31993666.146012064,6146347601.728522,153319.508712184,2845460.6467447327,12917457.265655695,,6051110180.184738,47327517.976658456,31993666.146012064,,153319.508712184,6051110180.184738,31993666.146012064,2845460.6467447327,47327517.976658456,12917457.265655695,892430202.049965,97247.45887712688,2441863.377250604,,4791023.174942984,52356692.42415289,2349021.009251987,,892430202.049965,4791023.174942984,2349021.009251987,97247.45887712688,52356692.42415289,2441863.377250604
,11/12/2022,1670716800,152552.01873842103,2878531.141561969,12905182.227882897,6117749291.912931,32563609.13523072,6166249166.436345,152552.01873842103,2878531.141561969,12905182.227882897,,6070774252.7994795,46975039.11345235,32563609.13523072,,152552.01873842103,6070774252.7994795,32563609.13523072,2878531.141561969,46975039.11345235,12905182.227882897,892430202.049965,96789.88371089338,2444163.3007353973,,4792287.7317288555,51649584.78436094,2396144.8958963,,892430202.049965,4792287.7317288555,2396144.8958963,96789.88371089338,51649584.78436094,2444163.3007353973
,12/12/2022,1670803200,148312.9752786837,2810851.611779574,12588588.631103167,6062143993.320499,31971753.642238528,6109663500.1809,148312.9752786837,2810851.611779574,12588588.631103167,,6015989619.724234,46154373.596265405,31971753.642238528,,148312.9752786837,6015989619.724234,31971753.642238528,2810851.611779574,46154373.596265405,12588588.631103167,892430202.049965,95412.47833603442,2449141.7570239627,,4793502.641151394,51678957.512238756,2384172.531113984,,892430202.049965,4793502.641151394,2384172.531113984,95412.47833603442,51678957.512238756,2449141.7570239627
,13/12/2022,1670889600,152273.7147844746,2743313.7314718883,12664079.430586876,6143026225.502938,31705845.241518654,6190291737.621301,152273.7147844746,2743313.7314718883,12664079.430586876,,6095844053.815968,47182171.686970904,31705845.241518654,,152273.7147844746,6095844053.815968,31705845.241518654,2743313.7314718883,47182171.686970904,12664079.430586876,892420528.538209,95419.60805119612,2454278.959416061,,4795912.08356553,51978314.7451339,2389287.508780607,,892420528.538209,4795912.08356553,2389287.508780607,95419.60805119612,51978314.7451339,2454278.959416061
,14/12/2022,1670976000,149652.5301827043,2760959.5113688735,13021371.876470014,6400503429.355767,33300052.709868792,6449735465.983657,149652.5301827043,2760959.5113688735,13021371.876470014,,6351822874.049714,48680555.30605361,33300052.709868792,,149652.5301827043,6351822874.049714,33300052.709868792,2760959.5113688735,48680555.30605361,13021371.876470014,886462090.88203,95667.34273627421,2456862.6182018896,,4798971.633032922,52546450.193218924,2393964.968358648,,886462090.88203,4798971.633032922,2393964.968358648,95667.34273627421,52546450.193218924,2456862.6182018896
,15/12/2022,1671062400,146301.70347917025,2623863.5871637994,12805959.870629122,6322574459.261507,34007022.40741312,6372157606.830193,146301.70347917025,2623863.5871637994,12805959.870629122,,6274417542.010664,48156917.2508435,34007022.40741312,,146301.70347917025,6274417542.010664,34007022.40741312,2623863.5871637994,48156917.2508435,12805959.870629122,886462090.88203,95309.24762672718,2457957.7486812137,,4801066.312140873,53379634.02331906,2398238.533668062,,886462090.88203,4801066.312140873,2398238.533668062,95309.24762672718,53379634.02331906,2457957.7486812137
,16/12/2022,1671148800,144546.5085392238,2629950.364813443,12892334.262147674,6159226446.703268,33916456.72835997,6208809734.567129,144546.5085392238,2629950.364813443,12892334.262147674,,6111895144.016655,47331302.68661355,33916456.72835997,,144546.5085392238,6111895144.016655,33916456.72835997,2629950.364813443,47331302.68661355,12892334.262147674,886462090.88203,95357.15608460635,2460369.1339976476,,4802796.815905337,53451197.550113834,2405422.463004253,,886462090.88203,4802796.815905337,2405422.463004253,95357.15608460635,53451197.550113834,2460369.1339976476
,17/12/2022,1671235200,122961.15662624639,2353727.560673665,11572108.37087892,5681387262.411699,29780845.574284296,5725216905.0741625,122961.15662624639,2353727.560673665,11572108.37087892,,5638285172.171219,43102090.24048029,29780845.574284296,,122961.15662624639,5638285172.171219,29780845.574284296,2353727.560673665,43102090.24048029,11572108.37087892,886462090.88203,95254.04939998643,2462150.7172082807,,4807091.05743085,53569121.62146276,2417276.426484115,,886462090.88203,4807091.05743085,2417276.426484115,95254.04939998643,53569121.62146276,2462150.7172082807
,18/12/2022,1671321600,126879.31906794495,2416691.0810530954,11559008.255051564,5746709464.869184,30188748.548320156,5791000792.072676,126879.31906794495,2416691.0810530954,11559008.255051564,,5702963126.230937,43746338.63824645,30188748.548320156,,126879.31906794495,5702963126.230937,30188748.548320156,2416691.0810530954,43746338.63824645,11559008.255051564,886462090.88203,95295.3896314312,2464607.3038489474,,4813073.89397407,53651078.92243237,2426748.275588437,,886462090.88203,4813073.89397407,2426748.275588437,95295.3896314312,53651078.92243237,2464607.3038489474
,19/12/2022,1671408000,126338.57719250693,2433539.84081396,11564999.361880638,5768933537.744256,29959049.813647576,5813017465.3377905,126338.57719250693,2433539.84081396,11564999.361880638,,5724818804.904124,44114732.8401319,29959049.813647576,,126338.57719250693,5724818804.904124,29959049.813647576,2433539.84081396,44114732.8401319,11564999.361880638,886462090.88203,95060.1500317953,2465884.7253476838,,4814656.197355955,53899219.93205823,2398642.899411335,,886462090.88203,4814656.197355955,2398642.899411335,95060.1500317953,53899219.93205823,2465884.7253476838
,20/12/2022,1671494400,116383.60791190172,2335219.763209755,11102208.454862215,5684224845.193255,29019256.626827616,5726797913.646066,116383.60791190172,2335219.763209755,11102208.454862215,,5642362451.394553,41862393.798701815,29019256.626827616,,116383.60791190172,5642362451.394553,29019256.626827616,2335219.763209755,41862393.798701815,11102208.454862215,886462090.88203,95744.96774127737,2467157.4344138256,,4816686.117186451,53986873.91665116,2398285.671638646,,886462090.88203,4816686.117186451,2398285.671638646,95744.96774127737,53986873.91665116,2467157.4344138256
,21/12/2022,1671580800,117651.24870186302,2351383.859457834,11312774.525192577,5866020297.125051,29353910.08867864,5909156016.847081,117651.24870186302,2351383.859457834,11312774.525192577,,5822812340.623495,43207956.50155566,29353910.08867864,,117651.24870186302,5822812340.623495,29353910.08867864,2351383.859457834,43207956.50155566,11312774.525192577,886462090.88203,95818.41318084084,2470038.105937244,,4818852.591674111,54199304.446855776,2398195.268682895,,886462090.88203,4818852.591674111,2398195.268682895,95818.41318084084,54199304.446855776,2470038.105937244
,22/12/2022,1671667200,115000.72705012574,2356666.9113723333,11120064.90945239,5912066494.75993,29222162.61308651,5954880389.920891,115000.72705012574,2356666.9113723333,11120064.90945239,,5868571107.56439,43495387.19553954,29222162.61308651,,115000.72705012574,5868571107.56439,29222162.61308651,2356666.9113723333,43495387.19553954,11120064.90945239,886462090.88203,95916.43920929317,2471125.535433864,,4820815.144137538,54738582.58038557,2401163.731560108,,886462090.88203,4820815.144137538,2401163.731560108,95916.43920929317,54738582.58038557,2471125.535433864
,23/12/2022,1671753600,121241.42016993526,2385044.0944980644,11174752.140188014,5914835920.635001,28676126.58355422,5957193084.873411,121241.42016993526,2385044.0944980644,11174752.140188014,,5871064208.350068,43771712.28493343,28676126.58355422,,121241.42016993526,5871064208.350068,28676126.58355422,2385044.0944980644,43771712.28493343,11174752.140188014,886462090.88203,95939.02230482962,2472290.2965017734,,4822625.438105855,55134697.835299484,2417885.883942177,,886462090.88203,4822625.438105855,2417885.883942177,95939.02230482962,55134697.835299484,2472290.2965017734
,24/12/2022,1671840000,127332.59795068928,2459527.9829743155,11106722.274187393,5936965863.198129,29153085.00564865,5979812531.058889,127332.59795068928,2459527.9829743155,11106722.274187393,,5892711388.864183,44254474.33394482,29153085.00564865,,127332.59795068928,5892711388.864183,29153085.00564865,2459527.9829743155,44254474.33394482,11106722.274187393,893562090.88203,97176.13524197217,2473657.5220907335,,4824238.946903906,55351165.238661125,2479003.82701094,,893562090.88203,4824238.946903906,2479003.82701094,97176.13524197217,55351165.238661125,2473657.5220907335
,25/12/2022,1671926400,129048.23716518277,2429965.8683732906,11037421.619015878,5942959444.877983,28535071.383018397,5985090951.985556,129048.23716518277,2429965.8683732906,11037421.619015878,,5898378739.467698,44580705.41028471,28535071.383018397,,129048.23716518277,5898378739.467698,28535071.383018397,2429965.8683732906,44580705.41028471,11037421.619015878,893562090.88203,97198.63473493163,2474758.2105416767,,4825797.080381996,55807500.23194511,2483470.094257476,,893562090.88203,4825797.080381996,2483470.094257476,97198.63473493163,55807500.23194511,2474758.2105416767
,26/12/2022,1672012800,132747.58422143437,2467968.7580176834,11068171.052468026,5926961245.948803,28088947.051924594,5968719080.395434,132747.58422143437,2467968.7580176834,11068171.052468026,,5882368768.738219,44592477.21058335,28088947.051924594,,132747.58422143437,5882368768.738219,28088947.051924594,2467968.7580176834,44592477.21058335,11068171.052468026,893562090.88203,98916.5834876827,2476100.9065924,,4826836.2234041905,56154171.98993506,2487949.251720513,,893562090.88203,4826836.2234041905,2487949.251720513,98916.5834876827,56154171.98993506,2476100.9065924
,27/12/2022,1672099200,142147.85741751333,2537061.7724666926,11248328.578015653,5960296488.665089,28064981.715874527,6002289008.588863,142147.85741751333,2537061.7724666926,11248328.578015653,,5914445612.8648405,45850875.80024845,28064981.715874527,,142147.85741751333,5914445612.8648405,28064981.715874527,2537061.7724666926,45850875.80024845,11248328.578015653,893562090.88203,98949.36710088504,2477605.4136598357,,4828079.45475126,56523258.29125312,2488030.293960508,,893562090.88203,4828079.45475126,2488030.293960508,98949.36710088504,56523258.29125312,2477605.4136598357
,28/12/2022,1672185600,153764.16459897973,2529073.801546124,11080411.047811037,5888152184.002185,27363381.257977977,5929278814.274119,153764.16459897973,2529073.801546124,11080411.047811037,,5842483190.146818,45668993.85536659,27363381.257977977,,153764.16459897973,5842483190.146818,27363381.257977977,2529073.801546124,45668993.85536659,11080411.047811037,893562090.88203,99024.03295012232,2478839.1605841247,,4829336.653590143,56583918.58199656,2478567.142932788,,893562090.88203,4829336.653590143,2478567.142932788,99024.03295012232,56583918.58199656,2478839.1605841247
,29/12/2022,1672272000,134570.4508868337,2468634.931067088,10792094.453821491,5811172605.077736,24030758.49256576,5848598663.406077,134570.4508868337,2468634.931067088,10792094.453821491,,5766542219.469418,44630385.608318046,24030758.49256576,,134570.4508868337,5766542219.469418,24030758.49256576,2468634.931067088,44630385.608318046,10792094.453821491,893562090.88203,99141.9651030959,2515639.7328255223,,4832797.428339871,56849142.31309945,2449618.602708028,,893562090.88203,4832797.428339871,2449618.602708028,99141.9651030959,56849142.31309945,2515639.7328255223
,30/12/2022,1672358400,134016.44239048686,2532178.3351926254,10879480.12511271,5850889786.04076,23891065.261401948,5888326526.204858,134016.44239048686,2532178.3351926254,10879480.12511271,,5805866102.2173195,45023683.82344023,23891065.261401948,,134016.44239048686,5805866102.2173195,23891065.261401948,2532178.3351926254,45023683.82344023,10879480.12511271,893562090.88203,99184.4236268165,2518398.1771094236,,4836448.387439039,57753843.83550638,2384337.850439316,,893562090.88203,4836448.387439039,2384337.850439316,99184.4236268165,57753843.83550638,2518398.1771094236
,31/12/2022,1672444800,128780.16853791816,2440749.529463623,10892879.396141589,5840727043.307056,23582954.13579305,5877772406.536992,128780.16853791816,2440749.529463623,10892879.396141589,,5796617545.896213,44109497.41084363,23582954.13579305,,128780.16853791816,5796617545.896213,23582954.13579305,2440749.529463623,44109497.41084363,10892879.396141589,893562090.88203,99257.809250249,2521499.86021796,,4837852.030493092,57935823.83269167,2379712.829040671,,893562090.88203,4837852.030493092,2379712.829040671,99257.809250249,57935823.83269167,2521499.86021796
,01/01/2023,1672531200,131335.75611784076,2278006.201284825,10822927.054702027,5828964644.005302,23587470.934548322,5865784383.951955,131335.75611784076,2278006.201284825,10822927.054702027,,5785341796.861439,43622847.14386362,23587470.934548322,,131335.75611784076,5785341796.861439,23587470.934548322,2278006.201284825,43622847.14386362,10822927.054702027,893562090.88203,99302.79866106472,2522826.8192778616,,4839103.498721447,57970252.84099968,2358747.093454832,,893562090.88203,4839103.498721447,2358747.093454832,99302.79866106472,57970252.84099968,2522826.8192778616
,02/01/2023,1672617600,134722.35644228366,2181276.1031755125,11025152.879908357,5841189710.371312,23144533.196624953,5877675394.907463,134722.35644228366,2181276.1031755125,11025152.879908357,,5797271939.825747,43917770.54556606,23144533.196624953,,134722.35644228366,5797271939.825747,23144533.196624953,2181276.1031755125,43917770.54556606,11025152.879908357,893562090.88203,99329.51289505977,2534517.903427209,,4840377.676882788,58049136.152180605,2335472.572817856,,893562090.88203,4840377.676882788,2335472.572817856,99329.51289505977,58049136.152180605,2534517.903427209
,03/01/2023,1672704000,143854.561011098,2277460.10104144,10961918.13223152,5939103647.19367,26383938.099797,5978870818.087751,143854.561011098,2277460.10104144,10961918.13223152,,5893444464.796887,45659182.396783024,26383938.099797,,143854.561011098,5893444464.796887,26383938.099797,2277460.10104144,45659182.396783024,10961918.13223152,893562090.88203,100152.15923665084,2435981.80716256,,4845267.702676813,58292361.21073465,2334861.778743097,,893562090.88203,4845267.702676813,2334861.778743097,100152.15923665084,58292361.21073465,2435981.80716256
,04/01/2023,1672790400,139717.3685303142,2382457.875135493,11084488.293942176,5926454976.231196,31384633.344572112,5971446273.113377,139717.3685303142,2382457.875135493,11084488.293942176,,5880958403.025037,45496573.20615935,31384633.344572112,,139717.3685303142,5880958403.025037,31384633.344572112,2382457.875135493,45496573.20615935,11084488.293942176,893562090.88203,101901.53443693298,2441517.2453617128,,4846557.61191419,58422640.93585912,2309391.710417374,,893562090.88203,4846557.61191419,2309391.710417374,101901.53443693298,58422640.93585912,2441517.2453617128
,05/01/2023,1672876800,141603.48095844002,2464422.6209454546,11312852.99524367,6132609824.368816,30481633.373599555,6177010336.839564,141603.48095844002,2464422.6209454546,11312852.99524367,,6085381679.953767,47228144.4150492,30481633.373599555,,141603.48095844002,6085381679.953767,30481633.373599555,2464422.6209454546,47228144.4150492,11312852.99524367,893792090.88203,101919.87679675163,2443380.776510512,,4848214.343722627,58708030.0215166,2300500.631969778,,893792090.88203,4848214.343722627,2300500.631969778,101919.87679675163,58708030.0215166,2443380.776510512
,06/01/2023,1672963200,137724.423284012,2530086.480110104,11396269.340402504,6133240724.167355,31127315.15840353,6178432119.569554,137724.423284012,2530086.480110104,11396269.340402504,,6087028647.932988,46212076.234366715,31127315.15840353,,137724.423284012,6087028647.932988,31127315.15840353,2530086.480110104,46212076.234366715,11396269.340402504,893792090.88203,102101.95642090816,2445551.360601396,,4849758.30831553,58320672.600317165,2304020.367017286,,893792090.88203,4849758.30831553,2304020.367017286,102101.95642090816,58320672.600317165,2445551.360601396
,07/01/2023,1673049600,139234.93191760263,2583389.953010423,11462885.299923852,6206539552.465532,31166544.598103654,6251891607.248487,139234.93191760263,2583389.953010423,11462885.299923852,,6159448263.890346,47091288.57518708,31166544.598103654,,139234.93191760263,6159448263.890346,31166544.598103654,2583389.953010423,47091288.57518708,11462885.299923852,893792090.88203,102882.91330188862,2449334.465795695,,4851525.5034226375,58352143.599081405,2320666.016240034,,893792090.88203,4851525.5034226375,2320666.016240034,102882.91330188862,58352143.599081405,2449334.465795695
,08/01/2023,1673136000,136035.15624736025,2484102.4836140303,11349172.90803324,6172751295.114999,30047409.50109307,6216768015.163986,136035.15624736025,2484102.4836140303,11349172.90803324,,6125711285.281517,47040009.833482094,30047409.50109307,,136035.15624736025,6125711285.281517,30047409.50109307,2484102.4836140303,47040009.833482094,11349172.90803324,893792090.981342,102903.99683570962,2451225.2501151706,,4853470.946163641,58669911.76251923,2320263.281937689,,893792090.981342,4853470.946163641,2320263.281937689,102903.99683570962,58669911.76251923,2451225.2501151706
,09/01/2023,1673222400,141433.66047688754,2628068.4355319156,11871610.597534493,6317862863.65629,34774313.717476144,6367278290.067308,141433.66047688754,2628068.4355319156,11871610.597534493,,6268903396.408172,48959467.24811863,34774313.717476144,,141433.66047688754,6268903396.408172,34774313.717476144,2628068.4355319156,48959467.24811863,11871610.597534493,893792090.981342,102980.73806943244,2452812.1069286144,,4855324.28428224,58181599.925987154,2340128.78314106,,893792090.981342,4855324.28428224,2340128.78314106,102980.73806943244,58181599.925987154,2452812.1069286144
,10/01/2023,1673308800,150818.47743219163,2716865.575510239,12089160.595220376,6486651651.347457,38699163.71240157,6540307659.708021,150818.47743219163,2716865.575510239,12089160.595220376,,6437119069.435397,49532581.91205981,38699163.71240157,,150818.47743219163,6437119069.435397,38699163.71240157,2716865.575510239,49532581.91205981,12089160.595220376,893792090.981342,103067.73806943244,2452162.39253963,,4858349.738433912,58198241.93845361,2346826.180254795,,893792090.981342,4858349.738433912,2346826.180254795,103067.73806943244,58198241.93845361,2452162.39253963
,11/01/2023,1673395200,149567.16850481776,2756411.290850458,12172048.849717107,6554245704.703407,38331250.04839978,6607654982.06088,149567.16850481776,2756411.290850458,12172048.849717107,,6500062344.840544,54183359.86286356,38331250.04839978,,149567.16850481776,6500062344.840544,38331250.04839978,2756411.290850458,54183359.86286356,12172048.849717107,893792090.981342,103468.89229919137,2473993.6686416883,,4860186.737679951,63118621.24170273,2371983.295074244,,893792090.981342,4860186.737679951,2371983.295074244,103468.89229919137,63118621.24170273,2473993.6686416883
,12/01/2023,1673481600,150300.07801942245,2788490.2805234008,12913068.195533454,6901670527.970397,40288177.12533328,6957810563.649806,150300.07801942245,2788490.2805234008,12913068.195533454,,6843875810.008799,57794717.96159886,40288177.12533328,,150300.07801942245,6843875810.008799,40288177.12533328,2788490.2805234008,57794717.96159886,12913068.195533454,893792090.981342,100849.55806594578,2483282.345294895,,4862468.5148802465,64034069.63909278,2379691.501791688,,893792090.981342,4862468.5148802465,2379691.501791688,100849.55806594578,64034069.63909278,2483282.345294895
,13/01/2023,1673568000,150049.8162339477,2833596.12197817,13009301.490483532,6910456156.998166,39243181.21852718,6965692285.645389,150049.8162339477,2833596.12197817,13009301.490483532,,6852191781.317218,58264375.68094783,39243181.21852718,,150049.8162339477,6852191781.317218,39243181.21852718,2833596.12197817,58264375.68094783,13009301.490483532,893792090.981342,100875.61843994909,2496986.8503807164,,4865162.225271735,63810252.33159108,2385603.721491014,,893792090.981342,4865162.225271735,2385603.721491014,100875.61843994909,63810252.33159108,2496986.8503807164
,14/01/2023,1673654400,163581.8284914052,2977915.4549786453,13845550.580162276,7567873840.899739,47937323.837164044,7632798212.600535,163581.8284914052,2977915.4549786453,13845550.580162276,,7506553001.3735,61320839.5262396,47937323.837164044,,163581.8284914052,7506553001.3735,47937323.837164044,2977915.4549786453,61320839.5262396,13845550.580162276,893792090.981342,100946.2866094456,2499196.8556249593,,4867463.153939203,63807812.83947081,2394471.720138064,,893792090.981342,4867463.153939203,2394471.720138064,100946.2866094456,63807812.83947081,2499196.8556249593
,15/01/2023,1673740800,159357.5088512234,2952671.6661310215,14839012.240838312,7512131152.993233,56414393.68510873,7586496588.094162,159357.5088512234,2952671.6661310215,14839012.240838312,,7449280247.064177,62850905.92905594,56414393.68510873,,159357.5088512234,7449280247.064177,56414393.68510873,2952671.6661310215,62850905.92905594,14839012.240838312,893259578.762463,96335.1277693645,2502362.9411194455,,4871325.87876366,64059908.583757184,2391453.73824115,,893259578.762463,4871325.87876366,2391453.73824115,96335.1277693645,64059908.583757184,2502362.9411194455
